Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
China,2010,Urban,Both Sexes,51,Census - de jure - complete tabulation,"Final figure, complete",2012,6561315,"1,4"
China,2010,Urban,Both Sexes,52,Census - de jure - complete tabulation,"Final figure, complete",2012,8324372,"1,4"
China,2010,Urban,Both Sexes,53,Census - de jure - complete tabulation,"Final figure, complete",2012,8902000,"1,4"
China,2010,Urban,Both Sexes,54,Census - de jure - complete tabulation,"Final figure, complete",2012,8074441,"1,4"
China,2010,Urban,Both Sexes,55,Census - de jure - complete tabulation,"Final figure, complete",2012,8296747,"1,4"
China,2010,Urban,Both Sexes,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",2012,37437535,"1,4"
China,2010,Urban,Both Sexes,56,Census - de jure - complete tabulation,"Final figure, complete",2012,8320707,"1,4"
China,2010,Urban,Both Sexes,57,Census - de jure - complete tabulation,"Final figure, complete",2012,7356416,"1,4"
China,2010,Urban,Both Sexes,58,Census - de jure - complete tabulation,"Final figure, complete",2012,7276912,"1,4"
China,2010,Urban,Both Sexes,59,Census - de jure - complete tabulation,"Final figure, complete",2012,6186753,"1,4"
China,2010,Urban,Both Sexes,60,Census - de jure - complete tabulation,"Final figure, complete",2012,6167728,"1,4"
China,2010,Urban,Both Sexes,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",2012,26036917,"1,4"
China,2010,Urban,Both Sexes,61,Census - de jure - complete tabulation,"Final figure, complete",2012,5788932,"1,4"
China,2010,Urban,Both Sexes,62,Census - de jure - complete tabulation,"Final figure, complete",2012,4954390,"1,4"
China,2010,Urban,Both Sexes,63,Census - de jure - complete tabulation,"Final figure, complete",2012,4751147,"1,4"
China,2010,Urban,Both Sexes,64,Census - de jure - complete tabulation,"Final figure, complete",2012,4374720,"1,4"
China,2010,Urban,Both Sexes,65,Census - de jure - complete tabulation,"Final figure, complete",2012,3940064,"1,4"
China,2010,Urban,Both Sexes,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",2012,17910329,"1,4"
China,2010,Urban,Both Sexes,66,Census - de jure - complete tabulation,"Final figure, complete",2012,3717055,"1,4"
China,2010,Urban,Both Sexes,67,Census - de jure - complete tabulation,"Final figure, complete",2012,3430163,"1,4"
China,2010,Urban,Both Sexes,68,Census - de jure - complete tabulation,"Final figure, complete",2012,3424183,"1,4"
China,2010,Urban,Both Sexes,69,Census - de jure - complete tabulation,"Final figure, complete",2012,3398864,"1,4"
China,2010,Urban,Both Sexes,70,Census - de jure - complete tabulation,"Final figure, complete",2012,3315788,"1,4"
China,2010,Urban,Both Sexes,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",2012,14777260,"1,4"
China,2010,Urban,Both Sexes,71,Census - de jure - complete tabulation,"Final figure, complete",2012,2834118,"1,4"
China,2010,Urban,Both Sexes,72,Census - de jure - complete tabulation,"Final figure, complete",2012,3081471,"1,4"
China,2010,Urban,Both Sexes,73,Census - de jure - complete tabulation,"Final figure, complete",2012,2831559,"1,4"
China,2010,Urban,Both Sexes,74,Census - de jure - complete tabulation,"Final figure, complete",2012,2714324,"1,4"
China,2010,Urban,Both Sexes,75,Census - de jure - complete tabulation,"Final figure, complete",2012,2517979,"1,4"
China,2010,Urban,Both Sexes,75 - 79,Census - de jure - complete tabulation,"Final figure, complete",2012,10531503,"1,4"
China,2010,Urban,Both Sexes,76,Census - de jure - complete tabulation,"Final figure, complete",2012,2298248,"1,4"
China,2010,Urban,Both Sexes,77,Census - de jure - complete tabulation,"Final figure, complete",2012,2244702,"1,4"
China,2010,Urban,Both Sexes,78,Census - de jure - complete tabulation,"Final figure, complete",2012,1856730,"1,4"
China,2010,Urban,Both Sexes,79,Census - de jure - complete tabulation,"Final figure, complete",2012,1613844,"1,4"
China,2010,Urban,Both Sexes,80,Census - de jure - complete tabulation,"Final figure, complete",2012,1624227,"1,4"
China,2010,Urban,Both Sexes,80 - 84,Census - de jure - complete tabulation,"Final figure, complete",2012,5762828,"1,4"
China,2010,Urban,Both Sexes,81,Census - de jure - complete tabulation,"Final figure, complete",2012,1224900,"1,4"
China,2010,Urban,Both Sexes,82,Census - de jure - complete tabulation,"Final figure, complete",2012,1175148,"1,4"
China,2010,Urban,Both Sexes,83,Census - de jure - complete tabulation,"Final figure, complete",2012,957935,"1,4"
China,2010,Urban,Both Sexes,84,Census - de jure - complete tabulation,"Final figure, complete",2012,780618,"1,4"
China,2010,Urban,Both Sexes,85,Census - de jure - complete tabulation,"Final figure, complete",2012,697531,"1,4"
China,2010,Urban,Both Sexes,85 - 89,Census - de jure - complete tabulation,"Final figure, complete",2012,2392190,"1,4"
China,2010,Urban,Both Sexes,86,Census - de jure - complete tabulation,"Final figure, complete",2012,568519,"1,4"
China,2010,Urban,Both Sexes,87,Census - de jure - complete tabulation,"Final figure, complete",2012,449577,"1,4"
China,2010,Urban,Both Sexes,88,Census - de jure - complete tabulation,"Final figure, complete",2012,370318,"1,4"
China,2010,Urban,Both Sexes,89,Census - de jure - complete tabulation,"Final figure, complete",2012,306245,"1,4"
China,2010,Urban,Both Sexes,90,Census - de jure - complete tabulation,"Final figure, complete",2012,234552,"1,4"
China,2010,Urban,Both Sexes,90 - 94,Census - de jure - complete tabulation,"Final figure, complete",2012,687763,"1,4"
China,2010,Urban,Both Sexes,91,Census - de jure - complete tabulation,"Final figure, complete",2012,161906,"1,4"
China,2010,Urban,Both Sexes,92,Census - de jure - complete tabulation,"Final figure, complete",2012,126867,"1,4"
China,2010,Urban,Both Sexes,93,Census - de jure - complete tabulation,"Final figure, complete",2012,93662,"1,4"
China,2010,Urban,Both Sexes,94,Census - de jure - complete tabulation,"Final figure, complete",2012,70776,"1,4"
China,2010,Urban,Both Sexes,95,Census - de jure - complete tabulation,"Final figure, complete",2012,54087,"1,4"
China,2010,Urban,Both Sexes,95 - 99,Census - de jure - complete tabulation,"Final figure, complete",2012,176542,"1,4"
China,2010,Urban,Both Sexes,96,Census - de jure - complete tabulation,"Final figure, complete",2012,42759,"1,4"
China,2010,Urban,Both Sexes,97,Census - de jure - complete tabulation,"Final figure, complete",2012,33041,"1,4"
China,2010,Urban,Both Sexes,98,Census - de jure - complete tabulation,"Final figure, complete",2012,27368,"1,4"
China,2010,Urban,Both Sexes,99,Census - de jure - complete tabulation,"Final figure, complete",2012,19287,"1,4"
China,2010,Urban,Both Sexes,100 +,Census - de jure - complete tabulation,"Final figure, complete",2012,15811,"1,4"
China,2010,Urban,Male,Total,Census - de jure - complete tabulation,"Final figure, complete",2012,343040783,"1,4"
China,2010,Urban,Male,0,Census - de jure - complete tabulation,"Final figure, complete",2012,2889097,"1,4"
China,2010,Urban,Male,0 - 4,Census - de jure - complete tabulation,"Final figure, complete",2012,16749729,"1,4"
China,2010,Urban,Male,1,Census - de jure - complete tabulation,"Final figure, complete",2012,3499940,"1,4"
China,2010,Urban,Male,2,Census - de jure - complete tabulation,"Final figure, complete",2012,3491673,"1,4"
China,2010,Urban,Male,3,Census - de jure - complete tabulation,"Final figure, complete",2012,3481651,"1,4"
China,2010,Urban,Male,4,Census - de jure - complete tabulation,"Final figure, complete",2012,3387368,"1,4"
China,2010,Urban,Male,5,Census - de jure - complete tabulation,"Final figure, complete",2012,3375773,"1,4"
China,2010,Urban,Male,5 - 9,Census - de jure - complete tabulation,"Final figure, complete",2012,16580910,"1,4"
China,2010,Urban,Male,6,Census - de jure - complete tabulation,"Final figure, complete",2012,3434610,"1,4"
China,2010,Urban,Male,7,Census - de jure - complete tabulation,"Final figure, complete",2012,3099498,"1,4"
China,2010,Urban,Male,8,Census - de jure - complete tabulation,"Final figure, complete",2012,3271155,"1,4"
China,2010,Urban,Male,9,Census - de jure - complete tabulation,"Final figure, complete",2012,3399874,"1,4"
China,2010,Urban,Male,10,Census - de jure - complete tabulation,"Final figure, complete",2012,3516968,"1,4"
China,2010,Urban,Male,10 - 14,Census - de jure - complete tabulation,"Final figure, complete",2012,17664790,"1,4"
China,2010,Urban,Male,11,Census - de jure - complete tabulation,"Final figure, complete",2012,3315087,"1,4"
China,2010,Urban,Male,12,Census - de jure - complete tabulation,"Final figure, complete",2012,3595850,"1,4"
China,2010,Urban,Male,13,Census - de jure - complete tabulation,"Final figure, complete",2012,3534506,"1,4"
China,2010,Urban,Male,14,Census - de jure - complete tabulation,"Final figure, complete",2012,3702379,"1,4"
China,2010,Urban,Male,15,Census - de jure - complete tabulation,"Final figure, complete",2012,4486427,"1,4"
China,2010,Urban,Male,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",2012,27603777,"1,4"
China,2010,Urban,Male,16,Census - de jure - complete tabulation,"Final figure, complete",2012,5177039,"1,4"
China,2010,Urban,Male,17,Census - de jure - complete tabulation,"Final figure, complete",2012,5927757,"1,4"
China,2010,Urban,Male,18,Census - de jure - complete tabulation,"Final figure, complete",2012,5902404,"1,4"
China,2010,Urban,Male,19,Census - de jure - complete tabulation,"Final figure, complete",2012,6110150,"1,4"
China,2010,Urban,Male,20,Census - de jure - complete tabulation,"Final figure, complete",2012,7965933,"1,4"
China,2010,Urban,Male,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",2012,36041784,"1,4"
China,2010,Urban,Male,21,Census - de jure - complete tabulation,"Final figure, complete",2012,7653337,"1,4"
China,2010,Urban,Male,22,Census - de jure - complete tabulation,"Final figure, complete",2012,6964330,"1,4"
China,2010,Urban,Male,23,Census - de jure - complete tabulation,"Final figure, complete",2012,7168660,"1,4"
China,2010,Urban,Male,24,Census - de jure - complete tabulation,"Final figure, complete",2012,6289524,"1,4"
China,2010,Urban,Male,25,Census - de jure - complete tabulation,"Final figure, complete",2012,5555047,"1,4"
China,2010,Urban,Male,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",2012,28973516,"1,4"
China,2010,Urban,Male,26,Census - de jure - complete tabulation,"Final figure, complete",2012,5553333,"1,4"
China,2010,Urban,Male,27,Census - de jure - complete tabulation,"Final figure, complete",2012,5635314,"1,4"
China,2010,Urban,Male,28,Census - de jure - complete tabulation,"Final figure, complete",2012,6534253,"1,4"
China,2010,Urban,Male,29,Census - de jure - complete tabulation,"Final figure, complete",2012,5695569,"1,4"
China,2010,Urban,Male,30,Census - de jure - complete tabulation,"Final figure, complete",2012,5497846,"1,4"
China,2010,Urban,Male,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",2012,28432073,"1,4"
China,2010,Urban,Male,31,Census - de jure - complete tabulation,"Final figure, complete",2012,5874146,"1,4"
China,2010,Urban,Male,32,Census - de jure - complete tabulation,"Final figure, complete",2012,5722101,"1,4"
China,2010,Urban,Male,33,Census - de jure - complete tabulation,"Final figure, complete",2012,5332132,"1,4"
China,2010,Urban,Male,34,Census - de jure - complete tabulation,"Final figure, complete",2012,6005848,"1,4"
China,2010,Urban,Male,35,Census - de jure - complete tabulation,"Final figure, complete",2012,6086693,"1,4"
China,2010,Urban,Male,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",2012,33349280,"1,4"
China,2010,Urban,Male,36,Census - de jure - complete tabulation,"Final figure, complete",2012,6475509,"1,4"
China,2010,Urban,Male,37,Census - de jure - complete tabulation,"Final figure, complete",2012,6810241,"1,4"
China,2010,Urban,Male,38,Census - de jure - complete tabulation,"Final figure, complete",2012,6953583,"1,4"
China,2010,Urban,Male,39,Census - de jure - complete tabulation,"Final figure, complete",2012,7023254,"1,4"
China,2010,Urban,Male,40,Census - de jure - complete tabulation,"Final figure, complete",2012,7510800,"1,4"
China,2010,Urban,Male,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",2012,32845769,"1,4"
China,2010,Urban,Male,41,Census - de jure - complete tabulation,"Final figure, complete",2012,6722746,"1,4"
China,2010,Urban,Male,42,Census - de jure - complete tabulation,"Final figure, complete",2012,7153387,"1,4"
China,2010,Urban,Male,43,Census - de jure - complete tabulation,"Final figure, complete",2012,5393827,"1,4"
China,2010,Urban,Male,44,Census - de jure - complete tabulation,"Final figure, complete",2012,6065009,"1,4"
China,2010,Urban,Male,45,Census - de jure - complete tabulation,"Final figure, complete",2012,6220564,"1,4"
China,2010,Urban,Male,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",2012,27723132,"1,4"
China,2010,Urban,Male,46,Census - de jure - complete tabulation,"Final figure, complete",2012,6163026,"1,4"
China,2010,Urban,Male,47,Census - de jure - complete tabulation,"Final figure, complete",2012,7237991,"1,4"
China,2010,Urban,Male,48,Census - de jure - complete tabulation,"Final figure, complete",2012,5173467,"1,4"
China,2010,Urban,Male,49,Census - de jure - complete tabulation,"Final figure, complete",2012,2928084,"1,4"
China,2010,Urban,Male,50,Census - de jure - complete tabulation,"Final figure, complete",2012,3783305,"1,4"
China,2010,Urban,Male,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",2012,20130395,"1,4"
China,2010,Urban,Male,51,Census - de jure - complete tabulation,"Final figure, complete",2012,3398406,"1,4"
China,2010,Urban,Male,52,Census - de jure - complete tabulation,"Final figure, complete",2012,4306232,"1,4"
China,2010,Urban,Male,53,Census - de jure - complete tabulation,"Final figure, complete",2012,4557560,"1,4"
China,2010,Urban,Male,54,Census - de jure - complete tabulation,"Final figure, complete",2012,4084892,"1,4"
